Data;Esteira 1;Esteira 7;Esteira 13;Esteira 19;Esteira 25;Esteira 31;Esteira 37;Esteira 46;Total;G1;G2;G3;G4;G5;G6;Total E1;G8;G9;G10;G11;G12;Total E7;G14;G15;G16;G17;G18;Total E13;G20;G21;G22;G23;G24;Total E19;G26;G27;G28;G29;G30;Total E25;G32;G33;G34;G35;G36;Total E31;G38;G39;G40;G41;G42;G43;G44;G45;Total E37;G47;G48;Total E46
19/03/2024 08:25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/03/2024 08:46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28422;92005;120427
19/03/2024 08:56;105313;108803;101987;80882;66501;123980;191450;207358;986274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/03/2024 09:06;111781;114028;110244;89244;66501;125266;194836;210249;1022149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/03/2024 09:16;119476;119442;115828;97632;66569;129709;204315;219338;1072309;0;0;0;15601;37546;43619;96766;3914;1692;24598;65051;3;95258;0;46057;4561;22990;29000;102608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/03/2024 09:26;127926;128294;119370;104920;71041;135360;213185;229203;1129299;0;0;0;16415;41074;45167;102656;3318;3692;28162;67474;3;102649;0;48066;2737;26053;29893;106749;20538;39243;27998;2583;19463;109825;1774;11133;11334;8171;16542;48954;30279;25597;0;9341;51828;117045;26938;41434;1300;0;0;0;123626;13019;206317;39368;99581;138949
19/03/2024 09:36;134472;135942;124581;113346;71695;142138;220012;240297;1182483;0;0;0;17368;44023;46452;107843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30388;27717;0;9940;55901;123946;27328;42516;1426;0;0;0;125721;16279;213270;44783;101649;146432
19/03/2024 09:46;139315;141483;127965;119511;71695;149161;226959;250797;1226886;0;0;411;17798;46183;47741;112133;4552;2130;33773;71618;3;112076;0;52596;3661;30243;31111;117611;20996;42017;31246;6976;21808;123043;1901;11046;11402;8266;16622;49237;33021;28572;0;9972;60005;131570;28902;43760;2504;0;0;0;127719;19133;222018;50738;103548;154286
19/03/2024 09:56;146029;146509;135074;126472;71695;156351;234698;262772;1279600;0;0;0;19646;48430;49263;117339;6203;3010;34586;73701;3;117503;0;54186;3639;32826;31965;122616;20517;42591;31887;11160;22932;129087;1901;11046;11402;8266;16622;49237;33901;29949;0;10179;62289;136318;28521;44331;2645;0;0;0;129272;20564;225333;55857;104267;160124
19/03/2024 10:06;150907;152128;141501;134302;71695;156512;234720;262933;1304698;0;0;0;22201;49920;50378;122499;7338;2645;36160;75388;3;121534;0;56326;3884;35822;32804;128836;20243;45165;33627;14776;24168;137979;1901;11046;11402;8266;16622;49237;33902;29949;0;10179;62289;136319;28521;44331;2645;0;0;0;129272;20564;225333;55857;104267;160124
19/03/2024 10:16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/03/2024 10:26;165909;153538;152653;151055;71695;156512;234874;265288;1351524;0;0;0;29496;54277;53613;137386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/03/2024 10:36;173296;153538;159928;158733;71695;156512;234874;272415;1380991;0;0;0;32920;56385;54833;144138;6875;2334;37134;75803;3;122149;0;62039;4460;42645;34502;143646;21222;48590;41307;24144;28186;163449;1901;11046;11402;8266;16622;49237;33902;29949;0;10179;62289;136319;0;0;0;0;0;0;0;0;0;0;0;0
19/03/2024 10:46;182108;153538;165138;168159;71695;156512;234874;278380;1410404;0;0;185;36491;58384;55971;151031;6875;2334;37134;75803;3;122149;0;63551;4845;44604;34945;147945;21733;49476;42997;26842;29365;170413;1901;11046;11402;8266;16622;49237;33902;29949;0;10179;62289;136319;28529;44366;2633;0;0;0;129352;20610;225490;66934;106563;173497
19/03/2024 10:58;189501;154120;171451;175678;72525;156512;235640;281371;1436798;0;0;0;39483;60728;57379;157590;6241;2557;37824;76109;3;122734;0;64762;5227;45992;35367;151348;22952;50963;43276;29135;30801;177127;2075;10972;11548;8409;16819;49823;33902;29949;0;10179;62289;136319;28632;44403;2814;0;0;0;129489;20914;226252;0;0;0
19/03/2024 11:07;189501;154120;171451;175678;74330;158113;236361;282991;1442545;0;0;0;39483;60728;57379;157590;6241;2557;37824;76109;3;122734;0;64762;5227;45992;35367;151348;22953;50963;43276;29135;30801;177128;2463;10844;12593;8155;17500;51555;34754;30286;0;10644;64215;139899;28717;43428;6011;0;0;0;130985;22256;231397;73379;107800;181179
19/03/2024 11:18;189501;154120;171451;175678;76048;164323;244264;291249;1466634;0;0;0;39483;60728;57379;157590;6241;2557;37824;76109;3;122734;0;64762;5227;45992;35367;151348;22953;50963;43276;29135;30801;177128;2545;10955;12757;8388;17879;52524;35494;32156;0;11035;67918;146603;26138;46634;6161;0;1448;0;133277;25855;239513;78452;109074;187526
19/03/2024 11:28;189501;154120;171451;175678;78283;172438;253314;299483;1494268;0;0;0;39483;60728;57379;157590;6241;2557;37824;76109;3;122734;0;64762;5227;45992;35367;151348;22953;50963;43276;29135;30801;177128;3146;10602;13404;8376;18425;53953;36501;34076;0;11680;71294;153551;26458;46279;5093;0;7477;0;135869;28914;250090;82330;110502;192832
19/03/2024 11:53;189501;154120;171451;175678;85747;191651;281934;312363;1562445;0;0;0;39476;60735;57379;157590;6227;2584;37824;76109;3;122747;0;64758;5231;45992;35368;151349;22933;50956;43283;29143;30813;177128;5161;10883;16300;7828;21849;62021;39120;37944;0;12867;79873;169804;24187;47859;12115;0;19065;0;142150;35899;281275;87489;113188;200677
19/03/2024 12:10;195611;157420;176357;181348;88978;202253;305548;320497;1628012;0;0;0;43100;62588;58593;164281;3249;2075;42988;78301;4;126617;0;66924;4500;47109;37146;155679;23991;51984;44858;29903;32768;183504;4936;10665;16900;7902;22885;63288;41488;40974;0;13390;84142;179994;24577;48643;19358;0;24290;0;145497;39434;301799;93899;124204;218103
19/03/2024 12:20;201493;166242;181801;185813;90887;207268;312648;333037;1679189;0;0;0;44394;64532;59468;168394;1802;2740;48483;80440;4;133469;0;67758;4128;47965;39052;158903;24924;52613;45418;30811;33778;187544;6322;10839;16950;8265;23468;65844;42299;42082;0;14173;85722;184276;26539;48693;21567;0;26146;0;146515;40663;310123;97351;133413;230764
19/03/2024 12:30;207528;174385;188571;189610;91676;211485;323980;348805;1736040;0;0;95;47383;66185;60272;173935;2111;2045;54871;82292;4;141323;0;69049;4472;49014;41293;163828;25829;53193;45813;31268;34821;190924;8220;10563;17517;8427;24219;68946;43255;42935;0;14212;86840;187242;26120;49964;25433;0;29043;0;149273;41486;321319;97278;143471;240749
19/03/2024 12:42;215215;184446;196808;193679;96129;211821;337296;362000;1797394;0;0;0;50191;68458;60864;179513;5199;1569;61508;84005;4;152285;0;71453;4742;50048;43537;169780;27136;55490;45006;33387;36081;197100;7987;10841;18684;8379;25101;70992;43302;42984;0;14201;86874;187361;26660;49361;31472;0;33003;0;150187;42402;333085;95348;155461;250809
19/03/2024 12:50;222023;191722;202696;200477;96587;211821;345746;371669;1842741;0;0;184;51369;69867;61436;182856;5578;1585;66085;85156;4;158408;0;71646;3314;52061;45430;172451;28899;55949;43853;36159;38221;203081;7221;11580;18616;8394;25701;71512;43302;42984;0;14201;86874;187361;28439;49492;36179;0;33560;0;150797;42854;341321;101067;162285;263352
19/03/2024 13:00;227591;199787;209804;207607;100199;211821;356024;382765;1895598;0;0;1917;52549;71342;61985;187793;7883;1864;70528;86715;4;166994;0;73726;2638;54931;47553;178848;28002;54959;47236;39561;40983;210741;7447;11217;19936;8357;26982;73939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/03/2024 13:10;235225;207052;217253;216248;106108;212180;366670;392228;1952964;0;0;4736;53824;72668;62522;193750;8359;3034;74364;88050;4;173811;0;74470;1811;57471;50792;184544;27979;54951;49940;43306;43436;219612;3246;10186;22600;8197;29710;73939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/03/2024 13:20;242761;213353;224813;224775;112913;213005;372152;404955;2008727;0;0;7167;54951;73706;62890;198714;8737;2949;78553;88885;4;179128;0;74609;1443;59765;54655;190472;29502;54945;51606;46049;46287;228389;0;10983;23326;8319;32051;74679;43520;43460;0;14228;87241;188449;38516;53732;38084;0;36270;0;152167;44148;362917;111840;175880;287720
19/03/2024 13:30;249259;220951;226640;232762;115909;213363;372260;407300;2038444;0;0;9951;55977;74619;63260;203807;11801;3135;81461;89136;4;185537;0;73936;2342;59719;55762;191759;30275;55148;54536;49009;47986;236954;0;11038;24048;8241;33774;77101;43766;43961;0;14241;87656;189624;38461;54732;36744;0;37991;0;152195;44325;364448;113407;176467;289874
19/03/2024 13:40;257827;227351;233221;239927;119210;214159;374212;410085;2075992;0;0;13290;56817;75283;63688;209078;14462;2800;83180;89359;5;189806;0;77139;562;63923;58685;200309;29543;55402;56807;52398;49495;243645;0;10936;24457;8328;34177;77898;43766;43959;0;14243;87656;189624;38419;54975;36422;0;38311;0;152264;44368;364759;113273;176601;289874
19/03/2024 13:50;263712;232025;239612;247062;119210;214159;374212;410085;2100077;0;0;17130;57301;75696;64020;214147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/03/2024 14:00;271348;236957;242460;255162;122725;215388;377950;416455;2138445;0;0;20721;57929;75976;64356;218982;18088;3330;84193;89768;5;195384;0;77374;2260;66268;61318;207220;27208;61582;58914;59751;52611;260066;13020;10371;26274;8477;36050;94192;44346;44471;0;14254;88444;191515;40132;55354;36470;0;42899;397;152892;44718;372862;112384;177490;289874
19/03/2024 14:10;278323;243652;247924;265149;128713;217705;386314;428931;2196711;0;0;23735;58445;76326;64585;223091;19471;3357;84679;89988;6;197501;0;77803;3169;67420;62194;210586;28438;63527;60007;63799;54125;269896;13605;10857;26743;8956;38323;98484;45024;44746;0;14310;89332;193412;40763;55420;40128;0;47917;587;153266;45211;383292;125870;178005;303875
19/03/2024 14:20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/03/2024 14:30;291157;257391;259319;283876;142332;223209;414589;450478;2322351;0;0;27892;58988;77066;64885;228831;28418;3249;85582;90320;6;207575;11231;79347;3044;70801;64746;229169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/03/2024 14:40;295154;264907;264104;291991;149612;224135;426868;459506;2376277;0;0;29647;59150;77413;64992;231202;33088;3356;86086;90473;6;213009;10834;79628;5661;71242;65365;232730;32573;73240;65830;69263;55063;295969;17622;11519;26316;11466;47529;114452;43925;47288;0;14539;90800;196552;0;0;0;0;0;0;0;0;0;0;0;0
19/03/2024 14:50;299656;276845;272033;298581;151678;227331;439422;472991;2438537;0;0;32633;59547;77639;65095;234914;38258;3369;86660;90630;6;218923;14698;80380;4856;73631;67854;241419;35815;75852;66094;69397;55064;302222;17622;11519;26316;10072;48923;114452;44258;50028;0;14719;91209;200214;55074;61559;46718;0;70057;2385;154466;46646;436905;151648;180386;332034
19/03/2024 15:25;315598;307180;292839;312438;167193;233819;473242;502474;2604783;0;0;42206;60113;78370;65374;246063;52124;3076;87735;91048;8;233991;18884;82898;6654;74759;69194;252389;44961;77574;66056;69759;55064;313414;17081;11242;27147;14855;54522;124847;44519;51567;0;14688;91445;202219;66252;63886;54065;0;78261;2915;155504;47560;468443;167439;181919;349358
19/03/2024 15:35;317995;312917;299695;313649;171541;237864;482153;505850;2641664;0;0;43633;60180;78488;65395;247696;54290;3289;87889;91127;8;236603;17776;83522;6602;75087;69402;252389;45944;77793;66163;69820;55064;314784;16214;12127;27502;16152;56919;128914;44706;54727;0;14830;91927;206190;70475;64238;56068;0;79177;2913;155866;47733;476470;170143;182673;352816
19/03/2024 15:45;320446;318025;303852;315326;176168;246616;489138;508776;2678347;0;0;44755;60299;78572;65442;249068;56429;3287;87982;91222;8;238928;16705;83979;6746;75324;69635;252389;47566;78053;66167;69875;55064;316725;17366;12203;26920;17811;59587;133887;45009;57753;0;14991;92546;210299;73811;64987;57219;151;79473;2902;156325;47969;482837;171257;183232;354489
19/03/2024 15:55;324785;322448;310827;316963;181432;254630;495568;510367;2717020;0;0;47768;60486;78761;65522;252537;58157;3253;88172;91304;8;240894;15475;84667;6717;75568;69962;252389;49137;78275;66196;69905;55064;318577;17009;11842;27286;19129;62761;138027;45365;61085;0;15186;93129;214765;77705;65400;57811;48;80068;2940;156666;48227;488865;171490;183808;355298
19/03/2024 16:05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/03/2024 16:15;331802;326334;324935;324796;191084;271189;501736;511886;2783762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46262;67524;0;15392;93785;222963;77457;65832;60217;0;79498;4216;157325;48593;493138;171307;185488;356795
19/03/2024 16:25;333539;328140;332814;328823;197950;277933;504198;513218;2816615;0;0;52232;60802;79153;65615;257802;58402;7384;88685;91521;8;246000;38328;86309;6951;76027;70884;278499;61066;78652;66185;70011;55064;330978;16255;11832;26336;30143;71361;155927;46559;70115;0;15423;94092;226189;77885;65682;61215;0;80182;4799;157394;48649;495806;171346;186596;357942
19/03/2024 16:35;335259;331599;340884;332872;207265;283284;506668;514723;2852554;0;0;53776;60965;79245;65642;259628;57436;13558;88957;91580;8;251539;37440;86801;6958;76237;71063;278499;65104;78768;66198;70043;55064;335177;16520;11939;30726;32578;72571;164334;48300;72952;0;15375;94496;231123;77650;65959;62930;64;80689;5089;157397;48650;498428;171395;187145;358540
19/03/2024 16:45;341994;339602;348515;336993;213405;292424;509232;515850;2898015;0;1186;54777;62967;79479;65675;264084;57738;20377;89099;91646;8;258868;36735;87144;7199;76297;71124;278499;68260;78863;66193;70070;55064;338450;16295;11991;32615;34851;73043;168795;52613;74402;0;15438;94716;237169;77893;66030;64193;201;80936;5090;157392;48655;500390;171481;187267;358748
20/03/2024 07:23;66800;48504;71381;64884;56774;64365;6342;93872;472922;0;2789;0;4633;5830;21179;34431;11823;3821;7293;22239;2;45178;3877;17999;13531;15316;11480;62203;15050;22451;9124;21132;3;67760;0;17216;2345;10301;15198;45060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/03/2024 07:33;74920;57017;79582;70941;62823;71958;6342;105782;529365;0;3794;0;5678;8894;25369;43735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3221;400;97;0;0;0;0;0;3718;31078;40707;71785
20/03/2024 07:43;82538;65608;87605;77064;69712;78596;6342;116072;583537;0;3798;0;6955;11005;29393;51151;12379;2788;14594;31127;2;60890;20980;23368;13921;17539;13447;89255;19556;27683;10301;23581;3;81124;0;13487;8681;13150;18112;53430;0;18494;0;0;22394;40888;3221;400;97;0;0;0;0;0;3718;28247;50387;78634
20/03/2024 07:53;90269;74196;93844;84627;74544;84695;6348;124698;633221;0;1298;0;8584;15070;33205;58157;14384;3534;16510;34520;2;68950;23822;25491;13866;18656;14470;96305;20518;30280;9947;26400;3;87148;2579;16376;6948;14032;18963;58898;0;20270;0;0;25267;45537;3248;400;97;0;0;0;0;0;3745;29863;56751;86614
20/03/2024 08:03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/03/2024 08:13;102526;86934;104595;96471;79241;99348;7852;146887;723854;0;2688;0;10222;18765;38095;69770;19012;3743;17938;39951;3;80647;23436;29038;13713;20012;16260;102459;23152;32992;11335;30985;3;98467;4031;14142;9891;15195;20237;63496;0;23634;0;0;32294;55928;4067;400;97;0;0;0;0;0;4564;29109;72509;101618
20/03/2024 08:23;102526;86934;104595;96471;81353;106584;7852;157050;743365;0;2688;0;10222;18765;38095;69770;19012;3743;17938;39951;3;80647;27310;29038;13713;20012;16260;106333;23153;32992;11335;30985;3;98468;4208;12730;12177;15956;21124;66195;0;26886;0;0;36616;63502;4067;400;97;0;0;0;0;0;4564;29922;80882;110804
20/03/2024 08:33;102526;86986;104632;96539;85518;113397;7852;170005;767455;0;2687;0;10237;18794;38122;69840;19082;3743;17901;39988;3;80717;27316;29065;13721;20016;16264;106382;23288;33000;11324;31041;3;98656;4290;12703;12664;16905;22430;68992;0;28525;0;121;39936;68582;4067;400;97;0;0;0;0;0;4564;30400;86945;117345
20/03/2024 08:43;102631;87037;104761;96711;90243;120041;7852;178284;787560;0;2688;0;10147;18910;38136;69881;19117;3743;17744;40145;3;80752;27130;29242;13704;20100;16308;106484;23447;32969;11292;31360;3;99071;4307;12457;13176;18442;24351;72733;0;30864;0;0;44218;75082;4067;400;97;0;0;0;0;0;4564;30438;90516;120954
20/03/2024 08:53;106690;90283;108528;102487;95207;128573;7852;186159;825779;0;2574;0;11193;21139;39661;74567;22549;3743;14743;43146;3;84184;28278;30734;13377;20871;16953;110213;25941;32721;10555;35355;3;104575;3593;12332;14804;19406;25490;75625;0;33121;0;0;48227;81348;4067;400;97;0;0;0;0;0;4564;31082;93508;124590
20/03/2024 09:03;112067;95296;113061;106160;97242;135789;7852;197799;865266;0;2865;0;12129;23253;41199;79446;27470;3743;12015;45874;3;89105;29033;33189;13124;21705;17947;114998;24161;32432;12362;38397;3;107355;4094;13163;14390;19854;25941;77442;0;35373;0;0;52291;87664;4067;400;97;0;0;0;0;0;4564;34418;96069;130487
20/03/2024 09:13;112067;95337;113061;106170;103417;143649;7852;209985;891538;0;3801;0;12161;23441;41302;80705;28701;3743;11675;46214;3;90336;30962;32803;13296;22053;18190;117304;23380;32577;13091;39989;3;109040;3844;17981;11162;21206;27817;82010;0;38077;0;0;55969;94046;4067;400;97;0;0;0;0;0;4564;38273;98476;136749
20/03/2024 09:23;119969;101523;119485;112092;109588;151954;7852;221682;944145;0;3787;0;13154;27259;43774;87974;36392;3743;6933;50956;3;98027;28853;37242;13084;23257;19556;121992;22080;32737;16995;45122;3;116937;0;12057;18015;23061;29653;82786;0;40783;0;0;59499;100282;4067;400;97;0;0;0;0;0;4564;42274;100523;142797
20/03/2024 09:33;127591;110365;127875;121113;116391;159476;7872;232537;1003220;0;2482;0;15527;30750;45865;94624;44800;3743;2453;55436;3;106435;33046;39989;13473;24450;20262;131220;22468;33016;19631;51330;3;126448;0;12596;19116;23710;30906;86328;0;42997;0;0;62294;105291;4173;400;97;0;0;0;0;0;4670;47590;102363;149953
20/03/2024 09:43;133884;117886;133909;130135;121771;166204;8674;242933;1055396;0;3239;0;17508;33514;47551;101812;52959;2254;0;59378;3;114594;33676;41921;13073;25488;21939;136097;22478;33490;22227;56351;3;134549;4379;12848;20577;24568;32068;94440;0;44232;0;36;64719;108987;6071;399;98;0;0;0;0;0;6568;52786;103702;156488
20/03/2024 09:53;142558;127623;137033;138859;126216;170969;11266;252522;1107046;0;3974;0;17678;38587;49308;109547;61569;0;0;63467;3;125039;34487;44258;12336;27022;22883;140986;25784;33583;22501;62176;3;144047;4169;13023;21550;25436;32862;97040;0;45925;0;0;67085;113010;6474;399;98;0;0;0;0;0;6971;64330;105020;169350
20/03/2024 10:03;144913;132206;140629;143353;130682;176875;11266;265941;1145865;0;3853;0;18946;39405;49972;112176;64404;0;0;64471;3;128878;34706;45168;12721;26963;23338;142896;26038;33484;22738;62849;3;145112;5006;13920;21451;25847;33757;99981;0;47710;0;231;69384;117325;6715;400;98;0;0;0;0;7;7220;72786;108523;181309
20/03/2024 10:13;144913;132206;140629;143841;132218;180742;13196;278201;1165946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/03/2024 10:23;144913;132206;140629;143841;134354;188120;13196;291533;1188792;0;3852;0;18947;39405;49972;112176;64404;0;0;64471;3;128878;34706;45168;12721;26963;23338;142896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/03/2024 10:33;144913;132206;140629;143841;138413;195091;13196;301203;1209492;0;3852;0;18947;39405;49972;112176;64404;0;0;64471;3;128878;34706;45168;12721;26963;23338;142896;25930;33548;22810;63234;3;145525;5136;13002;23965;27072;35924;105099;0;51370;0;348;74665;126383;7345;400;98;0;0;0;0;6296;14139;97376;112689;210065
20/03/2024 10:43;144913;132206;140629;143841;142528;200030;13197;309493;1226837;0;3852;0;18947;39405;49972;112176;64404;0;0;64471;3;128878;34706;45168;12721;26963;23338;142896;25930;33548;22810;63234;3;145525;5206;14495;23980;27578;36741;108000;0;52153;0;364;75070;127587;7501;400;0;0;0;0;0;14308;22209;102235;113377;215612
20/03/2024 10:53;144913;132206;140629;143841;151142;200030;13656;315155;1241572;0;3852;0;18947;39405;49972;112176;64404;0;0;64471;3;128878;34706;45168;12721;26944;23357;142896;25969;33553;22818;63266;3;145609;2332;16460;26259;27956;37520;110527;0;52153;0;364;75070;127587;8719;0;0;0;0;0;0;22041;30760;105621;115678;221299
20/03/2024 11:03;148298;135356;144171;146384;153831;200030;14284;318088;1260442;0;3397;0;21398;40727;50678;116200;69169;0;0;67284;3;136456;35815;46292;12757;28108;24363;147335;25956;34405;22717;66309;3;149390;3292;16930;26153;28008;37710;112093;0;52153;0;364;75070;127587;8719;0;0;0;0;0;0;22041;30760;105621;115678;221299
20/03/2024 11:13;154304;141542;151244;151457;153831;200030;14284;318088;1284780;0;3782;0;21428;45441;52429;123080;75132;0;0;71545;3;146680;28089;50957;12635;29637;26017;147335;26025;34644;24445;69448;3;154565;3292;16930;26153;28008;37710;112093;0;52153;0;364;75070;127587;8719;0;0;0;0;0;0;22041;30760;105621;115678;221299
20/03/2024 11:23;161671;151259;156087;157184;153831;200030;14284;318088;1312434;0;2863;0;24250;48604;53961;129678;83371;0;0;75082;3;158456;36031;53138;12244;30032;27325;158770;25534;37469;24637;72802;3;160445;3292;16930;26153;28008;37710;112093;0;52153;0;364;75070;127587;8719;0;0;0;0;0;0;22041;30760;105621;115678;221299
20/03/2024 11:33;169331;160929;160322;163169;153831;200030;14284;318088;1339984;0;1830;0;27589;52075;55827;137321;96068;0;0;77170;3;173241;36298;55236;11559;30804;28980;162877;25450;40632;22698;78186;3;166969;3292;16930;26153;28008;37710;112093;0;52153;0;364;75070;127587;8719;0;0;0;0;0;0;22041;30760;105621;115678;221299
20/03/2024 11:43;178665;170719;165405;170436;153831;200030;14284;318088;1371458;0;3491;0;30161;55485;57338;146475;104018;0;0;79155;4;183177;33630;58399;11578;31919;31044;166570;26414;42116;22730;82979;3;174242;3292;16930;26153;28008;37710;112093;0;52153;0;364;75070;127587;8719;0;0;0;0;0;0;22041;30760;105621;115678;221299
20/03/2024 11:53;185878;177644;171242;176787;153831;200030;14284;318088;1397784;0;4029;0;32563;58211;58505;153308;111111;0;0;81095;4;192210;35189;61148;13940;31864;31546;173687;26072;42150;22273;88817;3;179315;3292;16930;26153;28008;37710;112093;0;52153;0;364;75070;127587;8789;0;0;0;0;0;0;22041;30830;105749;116065;221814
20/03/2024 12:03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/03/2024 12:13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/03/2024 12:24;204863;195572;191301;191601;172715;214226;17765;338904;1526947;0;4694;0;44356;63734;60434;173218;127346;0;0;84505;4;211855;39494;67427;11078;38854;38663;195516;27604;41198;23803;101693;3;194301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/03/2024 12:34;212208;199339;197352;195965;178669;219877;23899;350540;1577849;0;5158;0;48855;64769;61025;179807;131440;0;0;84991;4;216435;39509;70172;11027;41097;40618;202423;28131;41741;23624;105231;3;198730;1240;29583;27433;29389;39974;127619;0;61046;0;355;81090;142491;1385;0;0;0;0;0;0;54066;55451;111196;144880;256076
20/03/2024 12:44;218028;204662;204563;200622;186552;227557;32893;363824;1638701;0;4852;0;53664;65529;61446;185491;136353;0;0;85537;5;221895;35735;71930;11436;42790;42802;204693;28067;42152;24088;108827;3;203137;4296;33422;28175;29572;40753;136218;0;64490;0;227;82636;147353;0;0;0;0;0;0;0;62097;62097;111573;154319;265892
20/03/2024 12:54;224644;210711;213185;204967;194623;235918;43499;374804;1702351;0;5008;0;58151;66387;61871;191417;141863;0;0;85891;5;227759;40615;73653;11725;45142;45343;216478;27455;43805;25296;111465;3;208024;2046;38622;28595;29705;41189;140157;0;65936;0;351;83574;149861;0;0;0;0;0;0;0;65849;65849;110739;160441;271180
20/03/2024 13:04;231391;218595;219667;210907;197514;236476;51403;382910;1748863;0;6279;0;62939;66954;62205;198377;149717;0;0;86253;5;235975;35901;74747;11800;47971;47534;217953;28103;43700;28897;113456;3;214159;0;41742;28816;29805;41580;141943;0;65936;0;351;83574;149861;0;0;0;0;0;0;0;67015;67015;113540;166848;280388
20/03/2024 13:14;238668;226308;226373;217261;204422;237148;60848;395820;1806848;0;6636;0;67118;67768;62386;203908;156271;0;0;86665;5;242941;43429;75438;14924;48612;48070;230473;29363;43089;32241;115824;3;220520;2461;44902;30629;30532;41773;150297;0;66382;0;339;83809;150530;0;0;0;0;0;0;0;68080;68080;114414;173493;287907
20/03/2024 13:24;244481;232111;233109;222624;212680;239576;71059;410879;1866519;0;8024;0;69290;69100;62584;208998;162981;0;0;86921;5;249907;42365;76849;13132;51198;49955;233499;30439;42610;33792;119375;3;226219;3364;50589;30310;30408;43050;157721;0;67238;0;403;84352;151993;5327;0;0;0;0;0;0;68686;74013;115819;176232;292051
20/03/2024 13:47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
